x,y,timestamp,BSSID,RSSI
404.0,267.0,1745907716683,0,0
486.0,731.0,1745907782767,0,0
611.0,277.0,1745907921377,0,0
717.0,100.0,1745908053343,0,0
752.0,648.0,1745908173525,0,0
728.0,417.0,1745908298448,0,0
477.0,82.0,1745908404980,0,0
482.0,803.0,1745908564187,0,0
493.0,632.0,1745908572536,0,0
482.0,383.0,1745908582727,0,0
476.0,121.0,1745908589737,0,0
725.0,53.0,1745908683154,0,0
726.0,193.0,1745908694334,0,0
719.0,361.0,1745908700799,0,0
728.0,568.0,1745908711151,0,0
720.0,267.0,1745908804497,0,0
654.0,266.0,1745908810901,0,0
512.0,259.0,1745908820027,0,0
332.0,273.0,1745908833541,0,0
487.0,668.0,1745908930248,0,0
554.0,659.0,1745908934239,0,0
671.0,647.0,1745908943713,0,0
743.0,649.0,1745908952930,0,0
